Sentiments,Positive
allah pak tasbeeh khane ko qyamat tak abad rakheameen,1
th senchery mainqadam qalam our quloob per alam geer mehnat ager kisi ne ki he to wo ap hain,1
masha allahallah pak hakeem shb ko hamesha happy or tandrust rakhay or khairay or barkatay ata fermay,1
hakeem sahib ki surat main hame ak asey marde momin ki srbrahi mili he jis se hmari dunya or aakhrat dono sanwerjaaengi inshal allah allah paak unhe lambi umer sehat o tandrusti k sath ata farmae aameen,1
mein uk mein rahta hoon and app kay dars her waqt sunta hoon or bahhot khoish hey kay kisi din lahore tasbeeh khana akar aap kay pas beit kay kuch ilm hasil karoon,1
allah aap ko aur aap kay ghar walon khush rekhay aur lambi umar rizq and barkat ata farmai ameen,1
hazrat ed me namaz mastoorat nay parhnay jana sahe hay,1
ubqari admincity p hazrat g k program rahe hidayat k tamam episodes apny ubqari k fb p dal denus me bht achy nushkhy hanjo k hum ubqari k fb p asani se dekh saky gaytv p kabhi lite nae kbhi koi ajaeplz wo sub programs ubqari ki fb p dal denus me bht achy nushkhy or wazaif han,1
ubqari june main jinat ka pedashi dost main jo ammal h kiya wo girls apny ghar main rah ker ker sakti hain urgent ans dain,1
mashallah allah qabool farmay ameen,1
kaash app england mein hotey,1
ye mehnat sab k samne ayan heis mehnat ke lakhon gawah hainis mehnat ki gawahi berailwi bhi dega deo bandi bhi dega ah le hadees bhi dega ahle tasheeh bhi degajisko shak he wo qareeb ja ker daikh le,1
app k ana mubarak ha ameen,1
shab e jumma jo hazrat ali ny memory increase karny ky liye parhe thy wo parhny ka tariqa bata dain,1
hakeem sb m bht achi namzin prh rhi thy quran b wazaif b ab fjr ke nmz m uthti hn bht neend ati h or prh k so jati hn uthny ko dil ni krta phly prhly k ley uthtithy or soraj neklta tha soti thy ab sari roteen khrab ho gy h bht thkwat ho jti h kush kam m dil ni lgta plz kush bta dain,0
aslaam o alakum hazrat saab m ap k dars saal sy pabandi sy sun raha hoo aur kuch ap k bty hoy aamaal bhi kiye,1
sir ap k sb dars behtareen bakamaal hainallah hum sub ko in aamaal pe chalny or qaim rehny ki taufeeq ataa farmaye aameeeenn,1
aj ramzsn ul mubarak kay saray dars ki recordings ghayab hainna eng men hain na urdu menplz wesite ko theek kerdenpurani website ziada achi the,0
jis k bhut sy faeedy mily m kuch us k baary m likhna chahta hoo,1
asslamoalaikum hazrat ji eid mubarak,1
aur m surat taubaa ki akhri aayat ki ijazaat lena chata hoo ya surat moomenoon ki akhri ayaat ki jis ki marzi ap dy dyen,1
website kb theek hogi yaaraik din chalti hai to kch dars aglay din wo dars ghayab dosray hazir,0
aslam o alikum hakeem sahb eid mubarak,1
mere pyare mursheed gee ko bht bht eid mubarakallah pak hamare mursheed gee ka saya hum p hamesha salamt rakenameeen,1
khair mubarak murshad g or tamam sathiyoun ko eid mubarak,1
asa peroo murshad mare mare famile ke taraf sah app ko eid ke dahro hoshyah mubark allah pak app ka sayah hamary saro par salamat rakhy ramzan mai tasbeh khany sah johreh rahy barah acha laga allah app ko hamat taqat ata farmahy ameen,1
eid mubarik hakeem sahab or ubqari team jazak allah apne ramzan me hame bht sy anmol moti die,1
allah apki nasloo me kher o barkat ata kre,1
hazrat g ap ko bhi eid mubarak,1
eid mubarak to our murshad n all ubqari team,1
khair mubarakapp ko b eid mubarak,1
hum sub k lye dua farma day ap ko eid mubark ho allah ap ko salamat rakhay,1
khair mubarak to murshid and all ubqari team,1
apko bhi eid mubarak,1
mashaaallah bht maza aya is ramazan ap k dars sun k malik humain ap ki bataen bataon amalon pe amal karne ki aage b toufiq de ameen ap ko ap ki team sab ko ebadaat dars r roze qaboool farma aameeen,1
eid mubarak aapko bhi,1
aap sab ko bhi eid mubarak,1
hazrat ji dua kijiyeinamulhasan,1
hum bilkul jaag rahe hain hakeem sahibap humain khaas duaoon main yaad karen hamare ache naseeb k liye dua kare,1
pehle nae thi elm main baatain ab ap ne bataien hain in raaton ki ehmiat tu bilkul nafl tahajud zaroor parhen ge,1
laila tul jaiza mubarik,1
khair mubarak pir g,1
aoa hazrat sb ap ko or ap ki pori team ko eid mubarik allah pak ap per rehmat ka saya hamesha rakhyn ameeen duaon main yad rakhy ga,1
khair mubarakaur ap sb ko b eidmubarak,1
khair mubarak duao me yad rkna,1
ao a ap sub ko bhot eid mubraak,1
eid mubarak to all ubqari members and also all pakistani alhumdulillah allah bless every one and bless molana tariq mahmood sahab,1
eid mubarakplz website theek kerwadain or dua bi kerdenweb site bilkul theek nai chal rahiaj ramzan ka aik bhi dars nai khul raha na eng men na urdukal sirf eng walay link pe dars thay aj wo bhi ghayab,1
app ko bi mubarak hazarat jee,1
khair mubarak g hazart saab aap ko aur aap sari teem ubqari ko allah aapne hafez eaman main rakhey aap ko ta hayeet salamat rakhey border allah bless you murshad g,1
apko bhi eid mubarak dua ma yaad rakhen,1
hurray mara am hi bata the sale road accident ma for ho hay us ki mgfrt ki due frmyan,0
norway main bhi aaj eid he please pray for us,1
dua mai yad rakhay ga all family members,1
kya baat hey hazrat hakeem sahab key,1
mere husband ahsan ki business main kamyabi ki dua please please please,1
adat hogayee he hazrat ji k daily dars ki even midnight wala bhi uth k sunna he throughout ramazan dil udas he k ab daily hazri nahi hogi dars main,0
surah yaseen ki ayat ha or gunahgar apny chero se pahchan liye jain gy,0
hazrat g aap haqeeqtan allah kareem ka inaam hainaap ki batain sun k emaan barh jata hi,1
ya allah hmary kisi gunah gustakhi ki wja se tasbeeh khanay se door na krna or hmain mehroom na frmana,1
mery walidain moqadma jeet jay or allah hamary band rastay khair k sath khol dy ameen,1
allah sub musalmano ko hidayat ata kary or sub bimaro ko shifa ata kary ameen,1
allah mery bety wajahat hussain or meri nasloon k ilm me izafa kry or kamyabi ata kary ameen,1
salam shuru k ramzan mai jo dua bataie thi bar prhny ki to us ky mashallah buht faidy hasil hoy hy,1
mery shoher ke liye dua kijeye kikurufat se pecha chut jaye naik ho jaye,1
ya allah sukh wala zindge ka sathi naseeb frma,0
bht anmol baten,1
mera murshad uchaa,1
mere murshad jesa koi nahi,1
hazrat g pardes walon k liye dua,1
hazrat g mere liye khas dua,1
hazrat g dua ki iltija hy,1
hazrat g ki har bat la jwab,1
ya allah hmari peshanion ko sajdon se mehroom na frmana,1
achi jga job k liye khasoosi dua frma dain,1
sehat or afiat k liye khasoosi duaon ki darkhast,1
ya allah is saal mujeh hajj naseeb frma,1
ya allah rozon k bad b tahajud naseeb frma,1
murshid pak achi jga job k liye dua frma dain,1
sehat or afiat ki dua frma dain murshid kareem,1
bari dair kardi meharban aty aty,0
eman or amaal wali zindge k liye dua frmyen,1
allah hamain tasbih khany me ana nasib ho ameen,1
allah meri behno k nasib khair k sath khol dy ameen,1
allah hamain hajj ki sadat ata kary ameen,1
allah meri behan ko ulad ata kary ameen,1
ya allah zikar ki brkaat atta frma,1
ma sha allahlafz lafz moti hai chunn lo allah walon,1
aj ka dars kamal hai ma sha allah,1
ya allah ishq nabi atta frma,1
ya allah eman naseeb frma,1
eeman ki salamti ki dua kigiayga,1
murshid kareem kram ki nazar,1
allah maray murshad ke sada hifazat farmay,1
qaad k liye bht achi ha,1
ap maray lay deu karna,1
khas dua ki darkhwast,1
duwa ke darhkast ha marry aur mari famliy ky lye,1
ya rahman sub dekhnay sunnay walo ki munn ki hajat puri farma,1
salam hazrat sahab duao mai yad rakhye ga,1
sb betoun k achy rishotun k leye bohat dua karen,1
meri or ahlo ayal k lye dua kry,1
achy naseeb ke dua karen,1
allah pak hum sbb ko waqt ka namzi bnae ameen,1
mery liy dua kry allah mjko sahleh oulad se nawaz dy,1
allah sab musal mana ko hidayat de,1
duao me yad rakna,1
duao ma yad kr ly,1
duae sehat kardain,1
allah pak app ko hhamsha appni rehmat main reakhy or hazrat sahb ko anay waliy nasloon ko affiat or rehmat main reakhy ameen,1
aoa hakeemjimeri aur bhai k shadi ki plz dua kar dy jo khar wali hon,1
mery hajjj k liye dua frma dain murshid pak,1
allah mery bety wajahat hussain or meri nasloon me barkatain ata kary ameen,1
asa duoan ki darkhast ha,1
allah hamain apna gar ata kary ameen,1
mary lya dua karna allah mary dua ko qabool farmaya ameen thanks,1
waqas or maqbool ka accama ban jay dua kty,1
main neeva mera murshad uchaa,1
did my yaad raka,1
mery liye be khas dua,1
ayyat karima parhna hai samnay ap sab ahbab ki sahulat k lia daal dia gaya hai isi ko parhty jaye,1
koi bhai mairy liye dua kar dy,1
hakeem sahab mjhy or meri family ko b dua my zaror yaad rakhy or mera gher lenay my jo rokawaty hain on ko allah pak dor ker day ameen,1
mashallha hazart ap ko allahapak lambi umer dy ap ke ders duwani books bhary alla hn,1
allahmare murshid pak ki nasloon koqiamat tak shad abad rakhe ameenameen ameen ameen ameen ameen ameenameen ameen ameen ameen ameen ameenameen ameen ameen ameen ameen ameenameen ameen ameen ameen ameen ameen,1
allah hamary liyee b ansaiya peda frmaay ameen,1
salamat rahin hakeem sab,1
hazrat gee mary bachon karobar aur sahet k ly dua ki darkhwast hy,1
allah kisi ko b gurbat na dikhaay ameen,1
allah humy ghar ata kry ameen,1
allah es ramazan ko hmre liye safarshi bana dey,1
allah ap sab ki murafin poire kary,1
papa chachu k achy halal karobar k lie dua frma dyn,1
hazrat ji dua kren,1
hakeem sab allah apko dunya akhrat me kameyab kren ameen,1
allah walo hum kr sakty,1
duao my yad rkhy ga,1
duaon me shamil karein shukria,1
mere saqi ka mj pe karam hogea,1
jeewy mera murshid sohna,1
salam hazrat sahab n ubqari team,1
dua ki darkhst hy,1
duaon ki darkhast ha,1
duao ki zaroorat dua ki jia ga,1
hazrat g dua ki darkhast hai,1
dua ki darkhwast hai,1
plzz meray liye or meri family k liye b dua kijeye ga,1
ham sab k liy dua,1
doa mn yad rakhyeh ga,1
hamary leiy be dua kar dain,1
hakim sab duaon ki darkhwast hai,1
mere liye dua kren,1
murshad sada khosh abaad rahy,1
duaon ki darkhast ha,1
ya allah ham sab ke duain kabool karna ameen,1
aoashahbaz rohan kay liy dua karny plz,1
allah ap ki hefazat farmaye,1
pura rmzan apk byan k hisab se guzar ruhani sakun mila,1
ay allah hamin bi tasbeeh khane ki barkate naseeb farma,1
dua ki darkhwast ha hakeem sb,1
allah ap sab ki muradn poore kary,1
awal akir daroud pak ayt kareema parhain,1
hazrat je duaoun ke lye ilteja he,1
allaopko daraziya omer atta kar,1
dua ki talib,1
sb sy behtareen insaan kon h jisko sadqa dny ka bht sawab mily,1
salam hazrat sahab duao mai yad rakhain allah aap ko ap k mukhlaseen ko tamam naizam jo aap chala rahay hain usay gaib k khazano se madad or hifazat ata fermaye,1
allah gair muslims ko eman kidolat ata kre un kobhi ishaq e mustfa ata farme or hume bhi day amen,1
jin bhnon or bahyon ki shadi main bndish hay rishty ni hoty ya jhez ki lanat ki wjah se ghar bethi hain allah gayb se madad farmye amen or bnadiahon ko khatm kre amen,1
mre walidain ki achi sehat or zindagi k lie dua frma dy jb tk zinda rhy khush khurram rhy or mohtajgi sy hifazat frmae,1
ya allah jo koi b tabeeh khanay ki khidmat kr rha us ko jza e khair atta frma,1
allah sub musalmano ko hidayat ata kary or sub bimaro ko shifa ata kary ameen,1
allah mery bety wajahat hussain or meri nasloon k ilm me izafa kry or kamyabi ata kary ameen,1
pray for me and my family mery walidain moqadma jeet jay or allah hamary band rastay khair k sath khol dy ameen,1
mera bhi salam qabool fermaeay haqeem mohammad tariq jameel sahab ya tariq bhai boloun,1
allah pak maray murshad ke our maray murshed ke tmam alloulad our poray nezam ke our inke qiamat tak aanay waly naslooke sada hifazat farmay,1
ya allah mere murshid ko lambi umer de or un se mere mulaqath farma den ameen,1
mary buchoo k li dua karny ap ko dafa litter laka ap ka koi ans ni hia ubqari ko monthli red karti huno,1
allah meri or meri naslo ko rizq e haalal kamny or khany ki tofeeq dai hemsha tah hayat,1
aoawo nawafil ka tareeka bata dain jo hazart ali ko huzur saw say yaddasht teez karny k liya diya tha,1
dua farma dain meri sehat k luay aur meray baal girna band ho jaye saal say be inteha gir rahay hain,1
meri shadi k leyin duaa krin naik or achi waif atta frmay rab e kareem ameen jo,1
plz mazoor lifz use kr lia kry plz m byan sunti ho ye mazoor k alawa lfz takleef dyty,0
lafx lafz phool hy,1
lafz lafz moti,1
dua karein plz mery haq mein sb behter ho jy ameen sum ameen,1
mere murshad ki kya bt hy allah allah,1
allah hamain hajj ki sadat ata kary or sub ko aasani ata kary ameen,1
hazrat g pardes walon k liye dua,1
allah mujhe bhi tasbeeh khane mai ramzan guzarne ki tufeeq dai ameen,1
dowa ka talbgar,1
ya allah mery murshid pak ki naslon ko abad o shad frma,1
tamam preshanian dor ho jaen dua frma den,1
allah hamain tasbih khany me ana nasib ho ameen,1
allah meri behno k nasib khair k sath khol dy ameen,1
allah meri behan ko ulad ata kary ameen,1
mere liay shohar aur bachon k liay iman aur seht ki dua,1
ya hum sub ka khatma bil khair frmana,1
mashallah kya bat h allah slamat rakhy,1
duaon ki darkhast,1
achi jga job k liye dua frma dain,1
mari bati ur un ky ghar walon kyliay dua ki darkhwast ha,1
plz meri sehat or bechiyun k achy naseeb ki dua kryn,1
allah aap ki umer draz kary hamary sar pe hamaisha qaim rakhien,1
please dua kern mery or mery husband k liye,1
meray liye bhi dua karain allah mujhay sehet day,1
shahbaz rohan eman kay liy dua kar dnay,1
allah aap ko slamat rakhe,1
mery waldain k leye magferat ki dua,1
hum sub ky liy dua kijiga dil ko sakoon mily,1
masha allah hazrat duaon main yad rakhiy ga,1
dua kar dain,1
dua ki darkhuast hai,1
bhai mere leay seht ki dua kejeay,1
dua ki darkhawast hai,1
dua ki drkhast ha,1
alllah ap lambi zendagi atth farmaye,1
dua ki darkhawast ki jati hy,1
eman or amal wali zindge k liye duaon ki darkhast,1
allah hamain apna gar ata kary ameen,1
allah pak hamain apni tamam makhooq ki khidmat krne ki toufeq de aamen,1
hazrat jee mera bhi salam qabool karen,1
hazrat jee ki batien khazana,1
allaha hum sab ko salamti see rakhy,1
allah mery bety wajahat hussain or meri nasloon me barkatain ata kary ameen,1
allah walay jo batya ja raha hai us par yaqeen kar lain us main sb kuch mill jaye ga,1
dars ko sadqa jariya ki neyat se share karain ummat ka nafa hoga jahan tak pegham jaye ga,1
yeh chand rat ho us din ek tasbhe parh lain,1
g kar sakty hain yeh ek din ka amal hai musalal nae parhna,1
ap sab in sha allah duaon main shamil hain,1
asalam o alikumap sab in sha allah duaon main shamil hain,1
dua krn k allah mjy bht jld aulad ke nemat sy nawaz dyameen,1
plz hakeem sab mere bate ka lia special duay kajia ga ga allah aus ka naseeb buht acha kara plz ameen,1
hakeem sahab dua kre allah mjy jld olad ki nemat or tehmat sy nawaz dy ameen,1
asslaam u alaikum hazrat duaown ke darkhawst hai allah dil ke dunya badal day oar aafiyat k saath aik khawish hai vo b poori kar day,1
a a hamaray lea dua karien allah hamay uolad ko namat se jald nawaz da hamare dunia or aakhrat ki khair karayhamasha duaon may yada rakhna allah ap ko khush rakhy,1
mashaallah aap boht achy wazify bataty hi allah aap ko lambi zendagi day dy ameen,1
ojhri khana kasa haplase post kr ke bata dain allah ap ko jaza e khar dain ameen,1
hakeem sahab ap dua krwa de meri behno ki shadi ho jaye,1
aoa wazifa tasbhee dobara bata dy,1
haqeem shab duva main yad rakhiya ga,1
itne ache batain batana k lia,1
bhoat bhoat shukria haqeem shab,1
dua ki guzarish h plz,1
ji bilkul allah hmary rozy qabool kry,1
aur bhi kuch bata dain chand raat k liya,1
please dua karen meri beti jo itni zidi hai wo thek ho jy,1
dua ki guzarish ha,1
mashallah her waqt fresh lagty,1
allah apk bachy ko mila dy ameen,1
allah aap ko salamat rahe,1
mery buchu ky any ki dua kr dy wo mujhy ml jy,1
barish k lia dua farmay ameen,1
dua karan allah pak razi ho jaya ameen,1
dua kara allah hum sa razi ho jia ameen,1
dua ki gia ga allan mari parashani khatem ho jia ameen,1
dua ki arz hy,1
maa shaa allah tasbih khane ky wazif lajawb ha,1
hazrat g dua farma dyn mary meri famli k liy,1
dua farma dain dono jahan sawar jain,1
duaa ki guzarish hay,1
hazarat sab salam dua m yad rakhyiga,1
hazarat g duaon mein yad rakhiye ga,1
dua me yad rakhy,1
duwa ki darkhst hai,1
meri month ki beti days say unconscious hay plz plz plz mh,0
moulana ma sha allah baghir thaky abi b fresh hain ki abadat or lambi dua k bad b fresh ha allah pak humy b asi abadat krni ki tufeeq dain,1
allah pak maray murshad ke our maray murshed ke tmam alloulad our poray nezam ke our inke qiamat tak aanay waly naslooke sada hifazat farmay,1
meri shadi k leyin duaa krin naik or achi waif atta frmay rab e kareem ameen,1
hakeem sahab allah talla aap ko jazay kheer de salo se amal duay sunty hoo wazify parhty ho aapp ki wazifo se faiz pahucha hai,1
jo roz suntein hai un ko bhi duaon main yad rakhien ga,1
murshad da dedar hy lakh karoran hajjan,1
astagfirullah allah pak humaey sabk gunah maf farmyeameen,1
ya allah hum sub ka khatma bil khair frmana,1
jazakallah mera raab razi ho jay,1
mujha dua dan allah razi ho jaya ameen,1
allah bohat rehem kary aap ki bati py ameen,1
hakeem sahab allah aapko jazaey khair dy plz dua farma dain,1
tariq sahab tak baat pohncha day khas dua ferma dain khair say hosh ajay meri bachi ko juld az juld,1
